scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD24AL57_01_re-encode,img05019.png,,,,,,,,,,,,,,,,,,,,,948.1912935899314,768.0001953320493,989.8083364540385,784.1846008903132,995.8774885383874,811.9292961330511,948.1912935899314,819.4434844279594
labeled-data,LD24AL57_01_re-encode,img23761.png,,,,,,,,,,,,,,,,,,,,,526.4423794633432,860.649636802919,583.3315356425048,843.6677991374976,642.2019062159656,832.3465740272167,690.0340823069025,823.2895939389919
labeled-data,LD24AL57_01_re-encode,img24577.png,,,844.1787357724013,727.650585082708,857.9498073516628,725.447213630026,,,858.5006502148333,658.2443843232302,,,858.5006502148333,771.1671712731741,876.6784646994583,733.1590137144125,,,,,402.9768780441912,861.7723691487013,435.0660554469383,849.0189781296607,,,,
labeled-data,LD24AL57_01_re-encode,img25255.png,1147.8443016968006,809.0228713363533,1089.6476296954734,798.6853045992755,1021.1133909570681,807.8742528100114,1091.1791210639292,736.2770313346942,999.2896389565703,748.528962282342,1114.534364432883,842.3328086002709,1020.7305181149541,848.4587740740949,962.9167189557409,821.2748022840012,896.6797172700196,800.5996688098454,908.1659025334395,846.927282705639,411.29391292905484,866.50211373598,440.09336109813273,855.5000773567816,443.6528434561086,841.5857372301484,,
labeled-data,LD24AL57_01_re-encode,img30463.png,1047.5650344516084,764.8124207500819,1112.2853656530845,759.4596114025913,1180.898649107281,771.6250871923426,1108.879032431954,685.4935186009044,1213.0155051922238,696.1991372958854,1084.061461820862,798.875752961385,1194.0373629602122,812.9877048774964,1250.4851706246575,775.0314204134728,1314.2322637629534,752.6469449603308,1282.1154076780103,812.0144668143163,410.37986337879454,866.4081398054153,440.739924705955,855.8988878075521,442.84177510552763,843.2877854101163,,
labeled-data,LD24AL57_01_re-encode,img31691.png,,,,,871.6197399819954,757.8573750135022,,,855.768804318476,680.1366582117296,,,855.768804318476,824.8403612045036,827.1348560230861,777.2875542139452,781.1160105483523,744.051721371082,764.2424338742833,818.1931946359308,411.45077099217417,865.2045947262662,444.6544919192472,851.7373512733275,,,,
labeled-data,LD24AL57_01_re-encode,img31756.png,637.2930571259145,873.9369114944654,694.3534613377421,828.2885881250033,764.3821392340762,786.271381387203,650.2613308104208,761.8910268603311,760.7510226024144,702.236967911602,696.4283851272633,883.27406854731,801.7307674454544,826.7323952828626,846.3416289201559,740.6230580177407,863.9784811310844,677.33788243735,920.0014234481517,732.8420938070369,407.7214155373083,865.6851331691943,441.7717013334757,852.6193258288044,,,,
labeled-data,LD24AL57_01_re-encode,img33371.png,1144.5067657851034,748.7828440288743,1092.6040292786565,733.1616320706232,1038.1817424563626,745.7593836498579,1110.240881489585,667.1494137954335,1021.0488003086034,687.8097263853783,1118.8073525634647,780.0252679453763,1037.6778323931933,784.5604585139008,979.7281751287137,747.2711138393661,922.2824279274035,724.5951609967436,930.8488990012831,782.5448182612232,409.34581021065253,865.1508443195283,443.4338438956405,852.0590632665982,,,,
labeled-data,LD24AL57_01_re-encode,img35856.png,301.6703770767441,848.6274357364144,375.64141017316797,808.6555110197132,441.34238987992967,792.5748516509254,343.4800914355924,711.7121073964497,452.3691277328127,676.7941041956533,343.93953884612915,874.3564907264749,447.77465362744476,832.0873289570898,478.09818272287316,767.3052440714018,491.42215762844023,762.7107699660338,512.0972911025959,776.9536396926744,,,,,,,,
labeled-data,LD24AL57_01_re-encode,img37645.png,963.9396798503747,722.1940295457416,881.6096680590233,707.9289284927846,787.0524267937088,723.8243268089366,900.7656609015654,632.1201057542136,757.7070760561975,643.1246122807803,919.9216537441075,767.0272042836061,787.8675754253063,789.8513659683373,703.9072663707599,741.7575967040825,656.6286457381027,701.4077394400043,660.7043888960904,797.1877036527151,406.5858639178316,866.4952467262957,443.32189558182733,850.0539458417102,,,,
labeled-data,LD24AL57_01_re-encode,img37829.png,472.9289880747974,650.5586195921077,525.9136491286374,645.7418322235767,614.0608579727532,657.783800644904,521.0968617601065,561.4480532742858,655.485229342119,569.1549130639353,507.1281783913669,676.5692713821745,621.7677177624025,706.4333530670663,688.2393834481292,668.8624115925251,740.260687028263,673.1975202242029,742.1874019756754,740.6325433836357,407.84367530859726,863.7413782310748,440.8349635619812,851.1732684202618,,,,
labeled-data,LD24AL57_01_re-encode,img40010.png,578.2285358988831,907.1336172030119,669.7326750167596,852.9089421701963,749.6172409133184,827.7332001906748,633.9056575843636,761.8889519365414,751.5538364502047,725.0936367357023,644.0727841530165,928.9203169929825,772.8563873559536,882.442024107712,796.0955337985889,816.5977758535787,809.1675536725713,760.4365052838767,814.4931913990085,841.7735178331002,403.30719161792524,866.7146452155638,437.5706057660751,854.7344304784485,439.00823153452893,841.7957985623639,,
