scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD14AL47_02_re-encode,img01686.png,571.1657471395088,710.0372773108214,528.4177235786103,645.3527679752515,478.92001208704374,589.1053685530167,576.2280130875099,560.4191948476769,489.044543983046,481.6728356565483,538.5422554746126,715.662017253045,465.4206362257074,627.9160741543586,442.35920246259116,546.9198189863406,469.9204281794862,460.29882387609905,409.735710797695,538.4827090730054,837.4436499206477,239.92212208036764,902.3708864099987,199.86960606420953,986.6919727598051,181.74057249900113,1058.3648961571407,185.1134159529934
labeled-data,LD14AL47_02_re-encode,img09788.png,332.380386677819,765.179784169815,294.86521544021866,739.0616269790805,273.97068968763114,742.8606316613692,328.58138199553036,650.2598925305836,274.9204408582033,669.2549159420269,313.86023885166185,813.1422182837091,273.97068968763114,790.8230657752633,,,,,,,323.9122911325438,133.72586957749508,369.4588533368272,137.30818345873084,389.67333880951475,165.1990558197808,376.3676015363533,190.0193734254858
labeled-data,LD14AL47_02_re-encode,img11558.png,253.43054099317408,483.4736284221492,327.7693170820358,456.19825014494097,417.6176219951924,440.1539099818773,289.7977120294517,381.85947405607925,426.174603415493,358.32777515025253,314.93384495158483,508.07495000551353,430.4530941256433,487.7521191322995,503.7222475369674,428.92287186773274,543.8330979446266,390.4164554763799,545.9723432997018,459.9419295163225,402.10809317089746,290.9415464653851,433.12715081948727,279.7105083512405,451.84554767639486,287.73267843277233,444.3581889336318,313.4036226936742
labeled-data,LD14AL47_02_re-encode,img13984.png,462.04753039722436,864.731364840842,487.1283380084503,827.1101534240031,,,460.33244575910373,741.9091746270443,,,471.0286725344795,884.2796413613564,,,508.64988395131843,810.1437247458208,539.6320580593035,762.9327927717484,534.0995269685918,824.8971409877184,1219.2548281989345,566.3982780036619,1167.8065988082876,547.8894637716608,1116.672078133437,532.8314454134226,1071.184314342926,506.47991328650585
labeled-data,LD14AL47_02_re-encode,img20495.png,331.31657570777804,800.7998989555341,279.14706328553564,774.2803968075609,232.62924804236943,786.0185371025655,302.6233438755447,672.115101647336,220.02161587366086,692.9829066162331,314.79623010740136,842.5355088933281,244.36738833737402,836.4490657773998,,,,,,,968.659087834272,113.34484393017115,887.6283735587398,87.93690809801274,806.5976592832076,80.72654792942726,750.6315303556154,76.94969260302531
labeled-data,LD14AL47_02_re-encode,img20714.png,,,232.23309815814986,456.43764237504894,265.431878790486,461.9707724804383,248.04204131640518,400.711117742199,327.48198068663794,392.8066461630714,215.23848426302544,501.49313037607646,268.19844384318066,514.9307320605935,344.87181816071876,492.7982116390361,435.7732413206867,502.2835775339893,355.5428547925411,566.3097973249232,,,159.55720782092035,75.1799837178686,181.40933754539566,76.41108961783902,212.18698504465664,76.10331314284642
labeled-data,LD14AL47_02_re-encode,img21216.png,365.003435228799,657.1237278650995,,,,,375.817740407993,534.7254556096764,,,382.699570976571,697.9231519502405,,,,,301.59228213261594,605.0184392744375,314.37282461711794,662.0393211283695,165.45734374555317,81.2766497483872,196.0871711146728,51.56571720034114,240.8067190735875,78.51996528516642,273.5806343585455,105.16791509630053
labeled-data,LD14AL47_02_re-encode,img25035.png,1156.5898188667666,913.1462629564388,1097.69470244607,858.4579405657922,1003.4625161729559,829.010382355444,1130.507695880458,772.6393423527775,969.8081639325579,731.4127608582901,1101.0601376701097,927.4493626586079,961.3945758724585,881.1746283280609,874.7346188534337,800.4041829511058,805.743196760618,733.0954784703099,791.4400970584488,818.9140766833247,1328.2270152927958,872.7610402679613,1410.6801782817708,863.5060934018519,1489.767906046706,871.0783226559414,1550.3457400794223,876.967834298011
labeled-data,LD14AL47_02_re-encode,img25602.png,625.1965750223122,843.3708139274527,683.4920529183787,819.1633697163742,748.7039434461817,820.6454581374607,649.4040192333907,748.0231255042254,749.6920023935727,723.815681293147,666.201021339037,873.5066118228767,762.5367687096551,876.9648181387452,802.5531560789889,810.2708391898556,853.9322213433186,782.1111591892134,845.0396908168,860.6618455067944,1108.9918813684867,104.49703262448958,1016.1485557714698,130.7353637714726,921.6905636423307,150.51502878996752,846.2049032656257,149.7076955239065
labeled-data,LD14AL47_02_re-encode,img31663.png,350.0919092708379,556.9687114732981,420.4273401916365,516.8386803344374,505.43396529223355,496.98941762059246,374.68773480755885,454.7018579258792,498.96137962467543,422.77043529925896,404.0301231671558,575.5234570536313,522.2626880278847,539.7084830264763,578.7899361912259,480.1606948849413,621.5090015971098,430.9690438114993,637.0432071992493,503.46200328815064,1370.5017712500473,266.5173483698749,1404.8763420297787,352.8045362455271,1449.072218746576,436.285636710589,1475.7300491471842,507.8408656806421
