scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD03AL38_01_re-encode,img03221.png,,,,,,,,,,,,,,,,,,,,,1213.0937078788586,724.2521997432551,1145.2637429291865,693.6809479349522,1086.0319425505995,681.2613768878291,1041.6080922666592,672.1855365072392
labeled-data,LD03AL38_01_re-encode,img09454.png,,,,,,,,,,,,,,,,,,,,,354.9492531757942,766.4114513198737,378.762430705278,791.6825784940197,392.3699607221259,826.6733699659143,406.9494571687486,861.1781782229215
labeled-data,LD03AL38_01_re-encode,img13645.png,,,,,,,,,,,,,,,,,,,,,1089.3172181591574,338.4724101375269,1130.704711775724,311.92194253444643,1195.9095366244658,294.74222820304135,1254.4767445724374,288.49505935525775
labeled-data,LD03AL38_01_re-encode,img14150.png,,,,,,,,,,,,,,,,,,,,,359.6798304043192,669.0391897925986,335.60496960528064,693.1140505916371,339.04423543371473,722.1567398095249,366.94050270879114,760.3708045699036
labeled-data,LD03AL38_01_re-encode,img18624.png,,,,,,,,,,,,,,,,,,,,,828.3596328980194,700.3428589094535,750.184408980447,751.2476558790356,679.2812989156721,803.0614670802173,587.9253686399044,864.4199277131956
labeled-data,LD03AL38_01_re-encode,img20802.png,,,,,,,,,,,,,,,,,,,,,434.79723895167075,850.7230935347038,464.56958640698605,854.9762860283204,475.6278868903889,872.4143752521479,436.49851594911735,869.4371405066163
labeled-data,LD03AL38_01_re-encode,img24050.png,,,,,,,,,,,,,,,,,,,,,1503.0693808560181,610.5341795423528,1471.728151044777,664.4821980698989,1463.5075006024842,718.4302165974452,1466.0764538657008,771.3506538197048
labeled-data,LD03AL38_01_re-encode,img24426.png,,,,,,,,,,,,,,,,,,,,,1423.6205230187115,564.6060872819369,1376.8384020071182,613.5742887146326,1353.2287334592113,663.8541383999899,1333.9912257535093,717.1945006748906
labeled-data,LD03AL38_01_re-encode,img25149.png,,,,,,,,,,,,,,,,,,,,,778.4262695489649,815.6112978005036,836.8897174660877,808.9814222635104,897.4626712358902,816.2140137584121,946.2826638264773,817.7208036531833
labeled-data,LD03AL38_01_re-encode,img26580.png,1730.4073696280661,818.8336050426824,1644.446241205053,760.3800377150335,1501.1776938333644,706.5110639032785,1692.5844731219404,666.3958706392057,1508.0545841072055,586.1654841110601,1645.5923895840265,838.318127485232,1482.8393197697883,791.3260439473181,1412.9242686524044,675.5650576709938,1348.7399594298877,582.7270389741395,1317.793953197603,674.4189092920203,1571.0927449507485,288.1669055779478,1537.8544419605169,339.74358263175566,1522.954513033861,402.78174347529864,1516.07762276002,460.089162423974
labeled-data,LD03AL38_01_re-encode,img29944.png,1267.2931846472725,862.0555520550365,1230.84369007802,827.9576377805747,1208.5036772775106,806.7934151274603,1270.2326600157605,735.6581112100484,1217.9099984566724,724.4881048097938,1230.84369007802,896.1534663294984,1192.630510287675,866.1708175709199,1192.0426152139771,797.3870939482985,1193.8063004350702,776.2228712951842,,,1085.0457118010106,729.1912653993747,1038.0141059052012,718.6091540728175,976.285123166951,730.9549506204676,917.4956157971892,767.4044451897199
labeled-data,LD03AL38_01_re-encode,img33011.png,1241.1948394882693,793.5365445621023,1307.785914399233,774.7544465102919,1388.8904287138685,770.4857878621533,1288.150084617795,691.0887370067733,1402.5501363879123,671.4529072253353,1300.956060562211,834.5156675842339,1402.5501363879123,824.270886828701,1436.699405573022,777.3156416991752,1454.6277718952047,749.9962263510874,1459.750162272971,798.6589349398687,709.3199719301861,757.6798119177372,780.1797054892886,754.2648849992262,842.5021217521138,760.2410071066204,906.5320014741944,766.2171292140146
labeled-data,LD03AL38_01_re-encode,img34509.png,1134.5517359500977,681.2255979776492,1179.093433298482,649.8646069874603,1259.9956999108535,614.4130519550728,1165.0037127086869,572.1438901856877,1271.8128849216491,528.5112070689031,1196.8192108146757,703.4964466518413,1294.0837335958413,667.1358773878542,1305.9009186066373,602.595866944277,1319.0816249648326,527.6021928373034,1346.3520519128228,618.5036159972714,465.49291583196384,848.0901103483969,512.0491341748158,847.2874169286927,564.7593354020677,844.0766432498752,628.9748089784152,830.9659840613709
labeled-data,LD03AL38_01_re-encode,img36896.png,1185.7080544404012,389.5621075945763,1097.3335920383854,344.37817193038785,1011.6170082048516,327.76643087737745,1147.833284839537,248.0300738229273,1011.6170082048516,236.06962026475975,1105.9716973859508,421.45665041635635,989.0250403727574,393.54892544729876,965.7686028985428,329.75983980373866,957.1304975509773,301.1876451925607,,,956.4660279088569,481.2589182071939,931.8806511504015,510.4955824604923,943.1766350664486,538.4033074295498,1008.2946599942495,507.17323424989024
