scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD13AL50_03_re-encode,img00766.png,1106.4534803454349,885.919316063822,985.860780304612,859.0546056586882,821.0905564864578,861.4425799169222,1014.5164714034214,736.6709249241895,782.8829683547119,743.2378541343334,1036.6052332920872,949.7976274715846,802.5837559851434,953.9765824234944,681.3940623797619,878.158399724561,582.8901242276045,854.2786571422198,633.0375836505209,935.4697819221799,,,,,,,,
labeled-data,LD13AL50_03_re-encode,img04427.png,1291.9299391346758,885.4536021647824,1189.7203103589895,861.2305109520474,1014.8414079450981,863.0029322602963,1217.488244188222,743.6598975048705,989.4367025268639,743.0690904021208,1236.3940714762102,939.217048514999,997.117194862609,939.8078556177486,890.1811092649255,874.2282672125393,786.7898662837398,829.917734506317,790.9255160029873,922.0836425352596,375.53993034390254,321.5603338229199,454.3030493351726,333.33799647582015,526.8092850420894,362.78215310807064,609.6209755702939,407.3164400143495
labeled-data,LD13AL50_03_re-encode,img09614.png,847.9260444310552,498.2226058572648,962.6051061599865,523.7985117104797,1072.3339925624891,588.1507909540527,981.5807782446298,416.5447129711914,1130.9110672585618,504.82283962583637,880.1021840528417,568.3500896483379,1056.6584373621315,643.4277487658397,1163.9122361014197,631.052310449768,1228.2645153449928,643.4277487658397,1178.762762080706,694.5795604722696,1225.7894276817783,330.7416739797608,1152.3618270064196,304.3407389054744,1059.9585542464174,310.94097267404607,968.3803107074866,338.16693696940376
labeled-data,LD13AL50_03_re-encode,img12281.png,820.519402441504,847.473827512388,898.2277685064341,838.8925355542976,964.0176735184609,842.2297046491105,889.6464765483438,709.6964177408247,970.2152732659707,735.9170320572122,844.3563245473108,915.1706862928794,952.5759509076737,898.4848408188146,1002.633487329868,857.962073238943,1076.051207415753,833.6484126910201,1056.9816697311076,903.2522252399759,568.6055037507899,714.5173055539874,495.88436522281563,709.9722343959891,412.3686826945951,721.05084534361,363.7932346934873,752.8663434495988
labeled-data,LD13AL50_03_re-encode,img16503.png,755.0545527672108,887.0525047680277,883.341656349084,847.579549819759,995.9556748779682,846.9990651881668,868.8295405592794,726.8387464485843,1008.7263367729963,730.9021388697295,812.5225312948373,946.842421822023,999.4385826675214,917.2377056108214,,,,,,,,,330.04943009799723,695.5835977390861,322.6442353127479,697.1425861149281,331.413544926859,688.7630235947776
labeled-data,LD13AL50_03_re-encode,img21172.png,1075.0930902382825,834.6927130739514,1171.244626287607,826.831266730296,1306.0986674133887,841.3447061339676,1163.3831799439513,721.6088310536768,1341.7775392807482,734.3080905318895,1134.3563011366082,884.2802977031628,1320.6121068170605,900.6079170322934,1433.695988837335,846.7872459103445,1531.0569781702989,829.2501732975745,1479.0504869738088,897.5842838231952,832.9120700354707,571.171788390297,786.0286729817699,536.9108443895157,739.5059174438668,497.6009191675665,690.8193128111774,455.4058618192357
labeled-data,LD13AL50_03_re-encode,img24514.png,,,874.0660084358619,823.9748215665892,780.3831993389883,805.8192384082804,,,808.7059090659502,673.6465930157922,887.8642516361766,876.2629010625186,810.8845790449473,893.692260894495,865.3513285198737,784.7587619446422,962.6652542484089,696.8857394584275,967.7488175327354,803.6405684292833,859.5415419092149,616.2749502355364,928.5327579107883,580.6900072452511,979.368390754053,560.3557541079451,1025.1204603129913,537.8428309916422
labeled-data,LD13AL50_03_re-encode,img24615.png,1409.9204175382727,694.9508236217516,1310.8181051149597,636.6553457256853,1198.3078327755516,602.261013767006,1349.8760753053243,519.4814351545917,1183.1510085225743,493.83142488032246,1349.2931205263635,739.8383416017228,1177.9044155119284,676.879225473971,1134.1828070898787,598.7632850932421,1107.9498420366488,551.5439479974282,,,474.85404678839916,665.2585653878114,514.0701064103462,711.6775747362384,550.8851827901332,755.6956008425055,616.5120580758405,782.5065803799591
labeled-data,LD13AL50_03_re-encode,img28931.png,1226.8927486456773,893.2929368709069,1299.3397008157508,875.0508985547015,1403.5799197654965,866.7116810387217,1258.164814330601,769.7682774154581,1404.6223219549938,744.2294237727704,1288.3944778260275,938.1162310192976,1423.3855613659482,943.8494430615336,1486.4508938305444,883.3901160706811,1432.7671810714253,844.3000339645264,1490.6205025885342,960.0066769987443,343.3462279743261,288.8146770238573,387.04313492269114,325.70632797206713,415.6968443970288,367.2542067098568,447.93226755565877,409.87659955293424
labeled-data,LD13AL50_03_re-encode,img30104.png,1189.6010005177532,955.2214581135823,1213.0550497814459,914.0465716284327,,,1143.2141030851162,761.3346508670552,,,1191.1646038019992,996.9175456934807,,,,,,,,,930.643633460184,349.6503556677712,899.6309332489503,307.9666188247152,871.6194620904167,277.28738850822606,910.3019698807726,262.28124324472594
