scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD04AL37_03_re-encode,img00189.png,1836.8237353012723,671.5812039951134,1737.0668338253129,641.1983913628414,1624.144046875369,657.9089383105911,1753.2710005625245,557.6456566240938,1584.6463904534155,565.7477399926996,1781.1219121421072,721.712844838362,1615.0292030856874,734.8787303123465,1524.3871453994097,686.7726103112493,1467.166181608631,644.2366726260686,1469.6980826613203,718.6745635751348,1553.7497772879108,216.20879557209622,1617.9390268051643,222.5373131301353,1684.840498133006,246.94730942542887,1754.4541912714355,283.7129828578463
labeled-data,LD04AL37_03_re-encode,img01386.png,178.92075229470254,226.23354284643,258.8744823175786,252.1009260891252,339.41610741415235,306.77516794300374,299.4392424027143,149.80718326573964,407.0240408893785,220.35459210945385,193.618129137143,291.48989602686567,310.0213537292714,360.86151472318465,422.89720787921425,370.85573097604413,514.020944302345,379.0862620078108,435.83089950056177,455.5126215885012,1689.6385272024206,151.9080436026297,1707.3791256028253,180.81864840328905,1709.3503032028702,213.34307880403082,1712.3070696029376,239.62544680463023
labeled-data,LD04AL37_03_re-encode,img04886.png,1135.7344141034298,874.8301661858543,1064.7720205018113,857.2229557433475,966.064931657455,854.0216447538007,1069.5739869861313,762.7842815517199,933.5182699303969,749.9790375935331,1072.2417461440868,918.5814163763258,964.9978279942727,914.3130017235969,867.3578428130984,860.4242667328942,817.2039706435335,840.6828489640229,835.8782847492225,919.6485200395081,1537.3250276257677,739.133855572233,1552.812851626121,721.3932571718284,1558.726384426256,704.2158523714367,1557.5999972262302,678.3089467708458
labeled-data,LD04AL37_03_re-encode,img09639.png,913.4902612179285,928.571142731162,842.113958097783,897.8244275409455,701.5575457996504,896.1772820843267,862.977800548287,810.5257183401523,690.0275276033192,800.6428456004398,863.5268490338267,967.5535852044723,694.4199154876359,956.5726154936806,585.1592668652595,900.5696699686434,522.5677395137473,844.5667244436063,525.8620304269848,939.5521124419536,1602.4372951257847,987.5950708610059,1571.0533743692517,970.2513251797641,1521.4998152799894,959.7900182609197,1460.383759069899,958.6888280589361
labeled-data,LD04AL37_03_re-encode,img10379.png,1747.2980150204512,721.3299719962481,1642.0104535864712,708.9915858907036,1537.5454512261938,727.0878855121689,1648.5909261760949,611.1070561200501,1493.9498203199364,649.7673325840897,1694.6542343034612,768.2158391973175,1544.9484828895206,797.8279658506244,1412.5164720233424,761.6353666076936,1337.663596316372,727.0878855121689,1350.0019824219166,812.6340291772779,1362.3403685274611,388.1935471465449,1438.0158033081343,411.2252012102282,1512.8686790151046,449.0629186005648,1561.39966436358,490.19087228571334
labeled-data,LD04AL37_03_re-encode,img11544.png,1198.1003218704943,903.0526867355507,1125.5792652793666,874.4137981454237,1035.5053414878387,905.8241920829822,1177.7759493226624,804.6642469017277,1011.9475460346698,822.2171141021281,1150.060895848346,952.0159478735094,1022.571649866491,961.2542990316149,950.0505932753634,909.9814501041296,902.9350023690258,891.0428302300136,884.4583000528149,946.4729371786461,1100.1737995945768,858.2466836187392,1038.2768468352704,873.028045471708,974.0703062864376,879.4948912823818,936.6549840961106,869.794622566371
labeled-data,LD04AL37_03_re-encode,img15799.png,1830.552020017045,632.6372064043305,1745.8951294045878,590.8126711612713,1649.6483073392349,589.3009409717631,1780.6649237632755,499.60494972761217,1619.4137035490717,477.43290694815914,1774.6180030052428,663.375720257663,1646.6248469602185,653.2975189942754,1559.952316095084,595.3478617297958,1519.6395110415328,547.476405728704,1528.2059821154126,650.274058615259,810.6065182608988,421.32163216119517,767.4678646178097,393.90299637109615,740.4148106382453,379.6453057602447,757.597155733374,344.18387013838327
labeled-data,LD04AL37_03_re-encode,img20867.png,1011.6371102641364,848.7610707090492,923.8727742621347,805.9114243080719,805.6490510594383,780.614645107495,964.6573774630649,719.1796099060939,795.8400958592147,680.4600499052108,941.9419022625468,877.6716755097086,787.5799230590262,847.7285491090257,710.1408030572601,767.7081251072007,614.11629425507,714.017001905976,600.6935134547639,786.8097747076363,268.7472685959511,321.830518542084,322.3692276708582,391.3404654910378,340.7397136502246,448.43792191339264,341.23621327128853,512.4863730306429
labeled-data,LD04AL37_03_re-encode,img23620.png,708.7208057391591,921.0962029538528,607.6958843998763,887.6042453359383,519.8481267135435,896.3890211045716,649.4235693008844,801.4036331062242,480.86568424023324,797.5602937074472,655.4631026418198,971.6086636234942,516.0047873147664,970.510566652415,427.0589326573544,912.8604756707591,323.2887688903737,874.976130168528,,,373.2521810744755,890.3494877636363,312.8568476651217,912.8604756707591,288.14966581584054,962.8238878548609,357.87882347936727,961.7257908837817
