scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD24AL57_02_re-encode,img06124.png,629.4292589933561,810.0692751645876,689.8194218578915,782.7049826165951,735.5838421536721,771.8536252268739,659.1525422782447,701.5557012673758,757.2865569331143,676.0786013089,663.3987256046573,839.792558449476,745.963401396014,803.9358992486582,778.0456754177983,763.3612585740486,812.4869401764786,711.4634623623386,829.4716734821292,806.2948899855542,639.8088182356983,712.8788568044762,586.96742572923,694.9505272040673,504.4027499378731,686.9299586986212,462.412714821126,714.766049393993
labeled-data,LD24AL57_02_re-encode,img06539.png,1093.4266698089477,621.9823756089332,1005.076262100642,639.6524571505944,912.4850348223376,691.9558985139114,974.6837218489848,557.6632787972867,847.4591347490245,634.7048343189292,1072.2225719589544,672.8722104489173,947.8251979056599,751.3273724938929,836.8570858240279,759.8090116338901,738.611432452392,777.4790931755513,809.2917586190365,830.4893378005347,694.7896302290724,674.9926202339167,615.6276649224304,633.2912277955963,510.31397893413,616.3279495156016,409.9479157774947,617.7415560389345
labeled-data,LD24AL57_02_re-encode,img10706.png,710.028763697434,925.7228419510471,660.1658815177268,894.2708701146164,539.7278430221262,899.6407189647388,673.9740642751842,820.6272287415104,516.7142050930306,807.5861672483561,670.9055792179715,960.2432988446906,533.5908729077007,969.4487540163288,433.09798728398306,911.9146591935898,338.7420717746909,849.0107155207284,344.87904188911637,948.7364798801428,1062.9045452769008,740.0794959896756,1098.1921234348474,800.6820758696274,1077.4798492986613,856.6819281637602,1034.5210584976828,875.0928385070367
labeled-data,LD24AL57_02_re-encode,img11971.png,693.8414504262779,783.7684304616722,671.7830344257748,766.9343761454987,,,693.2609657946857,681.6031353014473,726.3485897954404,716.4322131969785,689.7780580051326,813.3731466728736,,,,,735.0558592693232,742.5540216186268,740.2802209536528,801.76345404103,341.4872790498206,736.1686906711129,401.85768073540805,699.0176742492129,397.2138036826706,636.905818668849,337.4238866286753,609.042556352424
labeled-data,LD24AL57_02_re-encode,img18225.png,918.0809472977267,713.4130881989244,947.1820636467767,695.5960781893019,1004.7903960112226,678.3729685133335,935.3040569736951,635.6121444902396,1023.2013063544991,598.7903238036866,942.4308609775441,730.0422975412387,1019.0440040189205,709.8496861969999,1059.4292267073981,670.6522641758305,1107.5351537333786,632.6426428219693,1118.2253597391523,699.1594801912264,745.849850538043,741.9203042143203,673.3940098322452,759.7373142239427,610.4405744649125,782.3055269027977,550.4566407658502,805.467639915307
labeled-data,LD24AL57_02_re-encode,img20451.png,848.2358206722411,530.7028206201111,776.033413091647,472.20973093456644,680.0681878263005,435.6515498811011,813.0485714082807,400.921277880309,657.6763019310529,352.4816879844674,792.4845945657064,548.9819111468438,631.6285979304589,492.77370777714077,567.6517810868945,416.4585048280318,473.0574876110529,337.8584155630812,468.94469224253805,429.25386819674463,1516.1689935111801,893.6984856658637,1432.6533109829595,869.0068925705637,1352.4056334232346,865.3757759389018,1281.9619707689965,878.0846841497181
labeled-data,LD24AL57_02_re-encode,img25216.png,1276.9006165796598,848.2816645077752,1385.8118842031963,816.5797931807364,1493.7005108161834,787.9458448853464,1341.838320749562,710.2251280835738,1504.4382414269544,677.5006157459854,1347.9741668128597,870.7797667398672,1519.777856585199,836.5212928864544,1573.4665096390552,758.2892555794069,1606.7023424819185,679.5458977670846,1610.281586018842,778.7420757903997,470.398115838487,748.0048464136985,455.85388813289217,759.7034643508075,463.7583597120198,778.0418384143836,476.0893353754589,787.2110254461717
labeled-data,LD24AL57_02_re-encode,img25390.png,993.4500796596794,789.488402514013,1035.1560478290517,780.5514093348619,1101.6869970516218,778.565410850606,1026.2190546499005,708.0624646595244,1127.0084777258835,692.6709764065417,1018.2750607128771,817.2923812935945,1113.1064883360928,825.7328748516818,1157.7914542318485,780.5514093348619,1240.7068909495292,757.215927144856,1195.0289258116454,826.2293744727458,1244.182388296977,673.8039908061114,1201.9799205065408,643.5175139212101,1129.4909758312033,636.0700196052508,1052.5335345662902,645.5035124054659
labeled-data,LD24AL57_02_re-encode,img26949.png,808.3464952133945,830.3654386294717,773.2506414020679,801.4350726498644,713.4928362638628,792.4239750496589,775.6219828758061,754.9567797645939,709.6986899058816,725.552145490239,788.9014951287406,851.2332435983686,707.3273484321433,827.9940971557334,660.8490555468727,787.6812921021824,609.1538114193779,751.6369017013603,610.1023480088733,819.9315361450232,735.3091778222552,701.3644624581084,780.3646658232827,725.0778771954914,831.1113733612822,768.710560312276,843.916617319469,796.6923897023878
