scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD13AL50_01_re-encode,img00551.png,,,,,,,,,,,,,,,,,,,,,1052.8496668043942,833.6660771016006,999.3816240055523,823.0284560212028,962.7098250178651,817.9895828778565,944.5138942224478,810.1513357659844
labeled-data,LD13AL50_01_re-encode,img02102.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,LD13AL50_01_re-encode,img10793.png,,,,,,,,,,,,,,,,,,,,,1032.510163061118,874.705275534904,1100.3700515679288,860.5957937661611,1175.956561043337,849.5097723764346,1222.3162868549205,832.3768302286754
labeled-data,LD13AL50_01_re-encode,img19990.png,,,,,,,,,,,,,,,,,,,,,656.1549921116252,843.5025256008221,728.8335454425435,826.8980621057434,797.9734426187729,820.3651584355486,857.3139842897099,822.8149973118716
labeled-data,LD13AL50_01_re-encode,img24317.png,1051.3463197606552,932.4649437469409,929.3740387364483,897.0536363528163,745.7598522483948,918.6938797603369,959.5392265166286,780.9832398942967,693.954421060694,790.1639492186995,982.4909998276353,994.1068492107875,736.5791429239921,1017.0586225217942,581.8186143126328,939.0225932643714,457.22327348145365,884.5941022696984,491.3230509720921,1032.7969813636273,1074.298093071662,788.8524193152134,1008.0658329456141,798.6888935913591,,,,
labeled-data,LD13AL50_01_re-encode,img24858.png,1167.998169980856,853.2041924552508,1040.541590563062,811.9868906534766,859.8195749706679,792.3294082557074,1088.1000157189553,681.3597495586232,836.9915308958391,660.4340424900303,1089.3682403897792,909.6401903069107,847.1373282624297,883.0074722196105,723.4854228571073,796.7681946035908,596.6629557747253,726.3817253728689,586.5171584081348,853.2041924552508,,,,,,,,
labeled-data,LD13AL50_01_re-encode,img25067.png,921.6924591649904,859.0192469097041,1025.0928280094538,806.1827946979727,1103.4953054849261,765.8452881707369,976.8014469557208,673.2394633265196,1066.5666023261892,641.4239652205308,975.0970452714714,906.7424940686872,1118.8349206431708,836.293891119712,,,,,,,,,1101.222769905927,661.8767854315237,1125.6525273801683,687.4428106952646,1136.4470713804144,707.8956309062573
labeled-data,LD13AL50_01_re-encode,img30279.png,,,807.5100403256703,841.7460991973101,862.7573563690355,837.5764904393202,,,871.6177749797639,715.0942331733688,,,866.9269651270254,917.3202579358758,963.3491676555402,831.8432783970842,1048.304946099583,779.7231689222112,1049.3473482890806,895.4298119564291,866.9269651270254,751.0571087110311,803.8616326624292,750.5359076162824,767.3775560300181,764.608337174498,758.5171374192897,797.444006143668
labeled-data,LD13AL50_01_re-encode,img31939.png,1069.420252056234,914.1497785007463,1002.0264837255659,887.192271168479,853.7601933980957,874.9972083276914,1022.5655369311028,760.1068794592189,830.0119131291935,746.6281257930852,1021.9236915184297,964.2137206892427,840.9232851446352,960.3626482132045,707.4194393086448,862.8021454869038,577.1248205360196,812.0963578857344,597.6638737415565,942.3909766583596,649.6533521680719,807.6034399970232,593.1709558528453,785.7806959661402,530.2701054108883,765.2416427606031,518.0750425701008,737.0004446029898
labeled-data,LD13AL50_01_re-encode,img37231.png,827.2926972048583,921.4694138736546,727.3011317288936,879.9956395569192,637.5359763584253,861.8153549249256,769.9111738351285,752.1655132382143,637.5359763584253,751.0292454487147,775.0243788878768,981.6916067171334,626.741432358179,919.1968782946553,,,,,,,1355.0866943247695,677.1833006150308,1303.2654726814824,623.9615054138169,1231.3693633745793,590.3477400235765,1164.608690446741,561.4025531597586
labeled-data,LD13AL50_01_re-encode,img45480.png,1318.1440212475902,812.5524155082232,1203.3019297923393,775.2433096547408,1070.388240189308,786.3194504549933,1231.2837591824514,660.4012181994899,1055.2314159363307,679.0557711262311,1251.6871764460745,879.009260309739,1045.9041394729602,870.8478934042897,1008.5950336194776,799.144455592128,,,,,,,,,,,,
labeled-data,LD13AL50_01_re-encode,img45531.png,1543.4183982258814,928.0037666240642,1467.788236835495,864.8629896834661,1297.793837380039,830.864109792375,1503.174826109896,771.1926063100516,1279.059760705356,714.9903762860029,1473.3390743687341,969.6350481233595,1256.1625558807436,917.5959462492403,1138.9011129910616,798.2529392845936,1037.5983280094429,726.0920513524816,1026.4966529429641,824.6194175674807,1030.6597810928936,849.5981864670579,1108.371506558245,860.6998615335367,,,,
labeled-data,LD13AL50_01_re-encode,img45926.png,683.6197657126972,901.2957697182474,628.6515763219699,859.2612719488677,533.496559393484,853.7182612540043,640.1995152696016,767.3396779257187,491.9239791820095,732.233943524918,649.8997839856124,937.3253392348586,516.8675273088941,944.716020161343,434.1842844438505,848.1752505591412,373.21116680035465,790.8974733788875,400.4643027167657,883.2809849599419,1192.9701345545877,873.7132643517234,1270.3499710195106,891.0981615310673,1326.2543462628907,910.8692210683603,1380.7952001588715,925.867955889755
