scorer,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000,DLC_dlcrnetms5_Front_viewAug31shuffle1_75000
individuals,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,Client_Mouth,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail,Cleaner_Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,123.551,811.052,0.9950000047683716,236.438,779.711,0.9850000143051147,364.475,780.122,0.9449999928474426,202.023,678.71,0.9980000257492065,387.555,668.089,0.9779999852180481,203.305,852.849,0.996999979019165,386.206,834.913,0.9929999709129333,453.009,775.217,0.9929999709129333,524.889,689.647,0.9990000128746033,548.689,765.977,0.9990000128746033,1606.317,434.243,0.972000002861023,1580.545,390.497,0.9990000128746033,1531.979,308.711,0.9900000095367432,1557.533,221.302,0.9860000014305115
1,130.008,812.179,0.9990000128746033,243.135,778.882,0.9900000095367432,364.433,780.47,0.9629999995231628,202.243,681.506,0.9959999918937683,386.303,668.027,0.9739999771118164,203.092,858.294,0.9959999918937683,381.188,844.932,0.9750000238418579,459.468,779.3,0.9789999723434448,532.497,690.442,1.0,549.632,766.579,0.9959999918937683,1611.024,427.447,0.9900000095367432,1579.357,388.081,0.9990000128746033,1532.083,316.117,0.9800000190734863,1557.629,222.375,0.9800000190734863
2,131.708,816.689,0.9990000128746033,247.129,790.526,0.9929999709129333,364.825,789.662,0.984000027179718,203.504,684.031,0.996999979019165,387.785,675.391,0.9639999866485596,203.178,859.489,0.996999979019165,385.677,844.768,0.9869999885559082,459.576,780.809,0.9810000061988831,532.36,698.913,0.9990000128746033,551.017,772.806,0.9990000128746033,1611.071,427.782,0.9959999918937683,1575.488,385.647,0.9990000128746033,1531.953,315.875,0.9869999885559082,1554.731,225.644,0.9779999852180481
3,132.015,818.53,0.9990000128746033,246.254,794.081,0.9879999756813049,364.544,795.785,0.9649999737739563,203.144,689.583,0.9980000257492065,388.008,677.363,0.9580000042915344,203.578,861.446,0.996999979019165,387.852,849.945,0.9890000224113464,459.194,789.119,0.9869999885559082,532.988,705.017,1.0,547.757,780.809,0.9950000047683716,1611.402,427.602,0.9980000257492065,1573.491,380.715,0.996999979019165,1524.935,316.676,0.9890000224113464,1548.998,237.976,0.8579999804496765
4,130.989,821.914,0.9990000128746033,237.153,794.792,0.9860000014305115,364.348,796.265,0.9710000157356262,211.25,692.021,0.9980000257492065,387.897,683.919,0.9869999885559082,203.961,865.632,0.9990000128746033,387.487,853.177,0.9940000176429749,459.668,795.025,0.984000027179718,535.122,711.741,0.9990000128746033,550.256,788.706,0.9980000257492065,1617.017,422.596,1.0,1572.63,380.267,0.996999979019165,1523.734,322.996,0.996999979019165,1541.306,238.228,0.9559999704360962
5,132.147,826.779,0.996999979019165,244.387,794.44,0.9829999804496765,364.675,804.145,0.984000027179718,214.991,693.063,0.9980000257492065,387.224,684.051,0.9900000095367432,203.758,867.124,0.9990000128746033,381.205,860.937,0.984000027179718,460.095,796.091,0.9850000143051147,538.643,715.01,0.9990000128746033,548.172,796.724,0.9879999756813049,1620.365,420.632,1.0,1570.944,379.707,0.9980000257492065,1523.109,331.633,0.996999979019165,1532.562,252.849,0.5130000114440918
6,134.437,826.355,0.996999979019165,244.11,794.833,0.9879999756813049,364.746,805.174,0.9890000224113464,217.468,695.794,0.9959999918937683,386.195,684.155,0.9860000014305115,203.906,869.208,0.9980000257492065,381.05,861.237,0.9739999771118164,459.988,802.356,0.9900000095367432,539.218,715.922,0.9990000128746033,550.112,805.523,0.9980000257492065,1626.919,418.989,1.0,1570.916,379.43,0.9980000257492065,1515.526,330.966,0.9900000095367432,1533.046,254.25,0.7509999871253967
