scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD03AL38_03_re-encode,img00107.png,468.907948800432,744.2291273550861,555.98064353926,706.6137232279125,698.7798629109378,680.8402055852193,519.7584025279076,611.8786313520676,694.6003735634741,584.0153690356426,546.2285017285113,779.0582052506173,719.6773096482566,748.4086167025498,801.8739334817102,669.6949006586494,869.4423445990407,580.5324612460895,896.6090253575551,674.5709715640237,291.27965153322293,455.84436238008783,355.36515486100035,495.54951118099336,431.98912623116894,549.8828726980221,499.5575373484995,569.3871563195196
labeled-data,LD03AL38_03_re-encode,img01959.png,908.0823646195851,370.4805155907726,838.72062651274,368.8798600959993,760.822059100437,399.2923144966929,825.9153825545532,300.05167382074524,732.0102601945167,322.99440257916325,870.7337364082069,420.1008359287464,766.6911292479392,454.781704982169,701.5978057938231,428.6376652342043,653.5781409506226,414.76531761283525,684.5241471829074,481.99284839331597,662.9275843527375,1006.9815913606271,593.3685543889555,968.8234949233524,515.4624408295197,945.7696449924989,420.8621600787761,923.9082355753103
labeled-data,LD03AL38_03_re-encode,img02345.png,605.5713974483067,513.3687590736104,651.6519966072524,432.55047747176707,737.4328042723669,338.97141456436964,581.4676994267044,352.44112816467685,712.6201739560114,224.8333151091349,676.4646269236079,495.64545170478505,805.4903045686558,387.1788106075744,836.6833255377883,270.9139142680806,856.5334297908726,148.2686272758097,923.1730654976557,226.2511796986409,394.64216737215514,838.4327606550264,443.09762949033836,843.6510411908307,494.16223187642385,849.9875246985932,539.6358194027189,863.778694686076
labeled-data,LD03AL38_03_re-encode,img06291.png,1139.7589646922797,459.3594808913258,1061.1489948378553,433.15615760651764,963.054502540881,422.4060762589041,1076.6022367750497,338.4210657306728,932.1480186664919,337.74918564644696,1091.3835986280183,496.98476560797343,935.5074190876212,483.5471639234564,855.5536890647451,439.87495844877617,776.2718391260948,400.234033479451,795.0844814844186,493.6253651868442,1103.4774401440836,675.7048680120495,1045.0238728164347,648.1577845587897,987.2421855730116,629.3451422004658,928.7886182453627,647.4859044745638
labeled-data,LD03AL38_03_re-encode,img08159.png,,,733.9827806456594,783.0566141837627,653.0963391097876,768.3993395430343,769.2688121881539,695.112966339392,645.496270777558,679.9128296749328,746.4686071914653,857.4287114348663,643.3248226826353,823.771265963564,589.0386203095669,770.570787637957,508.6950407974257,709.7702409801204,503.80928258384955,812.3711634652196,699.2396111268956,827.0284381059481,791.526155161112,806.9425432279128,891.4127675275578,819.4283697737185,951.6704521616637,841.6857127466766
labeled-data,LD03AL38_03_re-encode,img09148.png,261.83097329621444,760.0201372434464,349.43227957189663,752.0563821274752,439.4839720371083,764.9209096225055,338.4055417190135,640.5638105038797,477.4649579748167,658.9417069253516,307.1631178025116,816.3790196026265,451.1233064373738,817.6042126973913,522.1845059337313,775.3350509280062,622.0377431570613,718.9761685688261,607.9480225672662,831.0813367398039,78.8014921149388,1012.7139683457178,163.3008273472063,1008.5752253955659,258.14701995485353,1013.7486540832557,328.16075486158945,1022.0261399835595
labeled-data,LD03AL38_03_re-encode,img09864.png,610.6072510712847,347.99204693341767,594.6006961235512,369.86767202865343,565.788897217631,426.9577180089028,564.1882417228576,300.5059339218084,512.9672658901104,405.08209291366705,610.0736992396936,373.6025348497912,590.3322814708223,447.2326876093652,543.9132721223953,502.18852626325014,545.5139276171685,526.7319105164415,557.2520679121731,577.4193345175975,111.96877386361751,172.02452854793052,109.37017883197933,261.0264083815394,114.56736889525575,355.8751270363342,126.26104653762769,463.0671720914106
labeled-data,LD03AL38_03_re-encode,img12792.png,1763.782932532196,854.168223298646,1734.2943132473126,823.4247691505765,1632.652689329205,775.7410443494888,1765.6651848269755,749.3895122225722,1632.652689329205,654.6494800519904,1731.1572260893463,875.5004159728168,1593.1253911388299,829.698943466509,1516.5804644844525,749.3895122225722,1458.858060777873,665.3155763890758,1423.7226846086505,765.0749480124036,184.22244693210416,1038.2883868234587,146.54689451592338,1018.3741662606204,193.64133503614934,1006.5332783583922,252.03844128122952,1002.496612028087
labeled-data,LD03AL38_03_re-encode,img14689.png,802.4506486684181,675.3886397459371,722.2202621402726,668.2252123773527,654.8840448755789,667.5088696404943,750.1576288777519,578.6823702700474,667.7782141390309,577.9660275331889,768.066197299213,726.2489740628866,669.2108996127478,739.859486063197,,,,,,,811.763104247578,553.6103744800018,778.094995615231,542.1488906902667,791.7055076155416,581.5477412174812,814.6284751950118,616.6485353235448
