scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD23AL60_02_re-encode,img01138.png,882.0814106280868,720.280801602961,865.3634532382318,722.1383524240559,828.2124368163319,731.8904942348047,866.756616354053,647.3719318749824,801.2779499104545,638.5485654747811,871.8648811120643,759.7537565512297,827.2836614057844,795.5116098573084,789.203869573337,742.1070237508272,770.6283613623871,726.3178417715197,765.055708899102,806.6569147838784,153.69029655096904,272.3416100441132,180.66677596211065,336.76305341400354,203.61691516263403,392.7291823415958,221.7354461104157,455.94272364830067
labeled-data,LD23AL60_02_re-encode,img06012.png,1023.9830229087124,866.8722406176728,1117.3990560897905,821.5796184692713,1225.9126299870022,791.3845370370036,1066.916654320218,728.6353834355725,1235.820391081965,686.1735501714461,1097.5835338998647,895.6519276078028,1263.6564817773367,837.6207554801634,1322.1594520523552,754.1124833940482,1351.4109371898644,701.2710908875799,1364.6212853164816,772.5126111418364,133.56223526002577,678.4341338394804,154.67458481840202,573.5121542160348,165.55064368180797,486.5036833087871,179.6255433873921,384.7805445275197
labeled-data,LD23AL60_02_re-encode,img06650.png,1250.5022875108475,858.4444930200069,1191.7300711726648,803.6665049766523,1092.4449678440847,747.1767048069429,1244.7962470896646,731.1997916276312,1104.4276527285683,657.5918701943733,1190.01825904631,872.7095940729639,1055.926309148515,804.8077130608889,988.0244281364398,698.104757184771,929.2522117982573,624.4968357515133,905.2868420292897,703.2401935638355,154.3598719877001,691.5846549968328,187.83530912530568,580.3983816469286,210.55078432582377,485.94982686582705,229.67960554731263,402.8590096849846
labeled-data,LD23AL60_02_re-encode,img10468.png,674.9041508459303,651.5286464637088,712.4602714362604,647.0576797267647,778.1834824693384,657.3409032217361,707.542208025622,567.0273751354657,805.9034762383917,561.2151183774384,705.7538213308444,693.555733790983,794.7260593960315,716.8047608230922,847.4834668919716,673.4363834747347,880.5686207453577,659.5763865902081,873.8621706399416,740.5008845288958,165.32142265152905,765.114025743773,234.38674307415684,688.5666289420271,315.53849457074455,614.3214094877023,379.42391596167533,546.4071777387849
labeled-data,LD23AL60_02_re-encode,img15739.png,758.3444000138122,744.1427216001368,835.0227146260872,746.4523093896632,930.6396491124785,765.3909292637793,823.4747756784554,655.4545504823246,963.8977132816581,672.5455001248197,796.6835573199497,796.8013232013378,930.6396491124785,820.821036212412,1002.6987881457009,780.6342086746533,1044.2713683571753,775.09119797979,1030.4138416200171,851.7695125920651,96.55722924907656,475.89281946686094,135.8819753552366,550.118277742238,164.88397560852962,628.2762106282311,191.42817923018765,711.8412961038212
labeled-data,LD23AL60_02_re-encode,img21137.png,1379.666195837709,840.3004701513823,1429.0567924704144,800.4693438346844,1446.0514063655387,743.1125219386395,1400.378381522392,714.9651926748396,1403.033789943505,650.1732271996777,1407.2824434172862,872.6964528889634,,,1337.1796610998979,721.8692545697339,1259.11065351917,677.7894747792549,1262.8282253087284,751.6098288862017,188.1930506880928,762.605838105821,284.69360629113584,733.3110265834687,370.8548166509957,700.569766646722,470.8018206684331,655.7659372595949
labeled-data,LD23AL60_02_re-encode,img26312.png,854.3897395687605,833.9068889116576,939.3134060970132,816.1218278586205,1047.80227852054,815.6772013322945,907.7449227278721,731.1981613303678,1064.2534599945996,712.9684737510047,906.4110431488944,879.2587945969025,1068.6997252578587,874.8125293336432,1138.50608989103,811.675562595361,1177.6332242077117,785.4425975421312,1181.190236418319,865.0307457544727,584.2086139006257,873.5681798388491,576.4523374077214,850.2993503601365,565.9585515643805,852.5806081521671,545.8834829945107,854.4056143857916
labeled-data,LD23AL60_02_re-encode,img28527.png,468.76366872771297,806.3538771047135,507.7919971496557,806.3538771047135,577.9441824144135,824.1389381577508,515.2024392550879,706.559923418227,624.3829529417885,698.1614223654038,498.40543714944164,865.6374139481709,561.1471803087672,915.5343907914141,636.23966031048,884.9045634222946,616.4784813626609,875.5180034220805,598.6934203096237,923.4388623705418,188.1930506880928,150.8612445508163,146.83566971536015,226.683109667493,107.20151294982463,300.7817505769724,86.52282246345823,397.28230618001544
labeled-data,LD23AL60_02_re-encode,img32667.png,621.119370772156,863.9993604222389,573.2034521184316,832.3567726320434,,,586.3125242029412,726.1280850506733,598.9695593190193,702.6221626922425,614.790853214117,903.3265766757673,,,,,662.25473489941,740.1412310720456,688.9249160368604,816.0834417685145,70.89543513678603,354.2000707028222,91.5014044846244,439.0199910415988,113.06579101143205,522.8814942014062,160.98664995989338,593.3251568556445
