scorer,,,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,,,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,,,Client_Mouth,Client_Mouth,Client_Spine_head,Client_Spine_head,Client_Spine_mid,Client_Spine_mid,Client_Body_top1,Client_Body_top1,Client_Body_top2,Client_Body_top2,Client_Body_bot1,Client_Body_bot1,Client_Body_bot2,Client_Body_bot2,Client_Tail,Client_Tail,Client_Tail_Top,Client_Tail_Top,Client_Tail_Bot,Client_Tail_Bot,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,LD23AL60_01_re-encode,img00565.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,LD23AL60_01_re-encode,img00596.png,,,,,,,,,,,,,,,,,,,,,,,,,,,377.87267576500824,498.2148495945279
labeled-data,LD23AL60_01_re-encode,img01755.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,LD23AL60_01_re-encode,img04968.png,,,,,,,,,,,,,,,,,,,,,399.7383449312755,871.0874482960846,425.17098223711866,847.6111677060755,456.9617788694227,854.2138716220156,481.90532699630734,862.2838430748312
labeled-data,LD23AL60_01_re-encode,img05782.png,,,,,,,,,,,,,,,,,,,,,398.42078314581386,868.5972927339226,425.8394189359129,848.342084312408,462.89162946307374,858.9637179968609,498.21473683230033,861.9278948390337
labeled-data,LD23AL60_01_re-encode,img09566.png,,,,,,,,,,,,,,,,,,,,,486.3862965950201,868.9390129208776,435.25918636227505,859.2313337627616,389.9566836243997,860.8492802891142,362.12800337113345,866.9974770892544
labeled-data,LD23AL60_01_re-encode,img13555.png,,,,,,,,,,,,,,,,,,,,,154.19153761990685,841.7000062474144,213.10455235809258,778.3407262459693,249.78624077998182,704.4215662442834,220.8855165687964,608.8268630842085
labeled-data,LD23AL60_01_re-encode,img19690.png,,,,,,,,,,,,,,,,,,,,,669.2040444512827,975.6776851227569,567.6903926290971,986.9107531522611,467.84089903350474,1003.9683749748415,387.5452646003825,1030.1788670436845
labeled-data,LD23AL60_01_re-encode,img24864.png,,,,,,,,,,,,,,,,,,,,,938.9151462853965,951.1843516089071,910.4280362708795,936.3105508048674,887.739187586751,921.9409466382526,870.8486002330108,916.8989802640018
labeled-data,LD23AL60_01_re-encode,img27858.png,,,,,,,,,,,,,,,,,,,,,107.41348247088212,887.7072420295164,142.66742571379137,791.8605838378567,176.26884036718928,687.2004398354698,213.72615506278044,592.4554673701509
labeled-data,LD23AL60_01_re-encode,img32585.png,872.895254918951,809.8657844243725,796.6714474224757,763.8024762970061,683.1582952514658,731.4484860646893,834.5091648128123,679.9014507793031,672.7392136512282,610.8064885882536,815.864492475545,837.8327929302735,657.3847776087727,797.8015846767289,586.0963245545153,711.7070682958181,493.9697082997825,646.4507151153823,510.96926248964394,761.0606127179963,507.13065347903,850.993738109521,469.8413088044954,857.0258379833429,422.68125524552505,861.4128197097587,392.52075587641616,859.2193288465508
labeled-data,LD23AL60_01_re-encode,img33548.png,995.794192698975,858.7097868473813,938.7140273081995,793.0137474353567,864.4021138749258,739.7030269288776,1001.1791139622557,723.0097710127075,879.4798934121118,635.7740465475599,935.4830745502311,875.4030427635515,824.0152044003205,776.8589836455145,797.0905980839169,695.5466725699757,776.6278972834502,601.8490425888915,710.9318578714256,698.2391332016161,520.5184285859037,848.4516106467264,479.6720717007616,857.0921861416604,429.3996324575097,861.0197204575394,384.10207001437135,862.0670629417738
labeled-data,LD23AL60_01_re-encode,img40709.png,504.76399540470237,776.1117146636026,547.0331571740875,757.0224158000093,574.3035841220778,758.3859371474089,515.6721661838985,642.0321155026498,582.9392193222748,684.7557843878348,515.6721661838985,825.6529902857851,569.3040058482795,816.5628479697883,612.0276747334646,758.8404442632086,663.3869788188465,707.9356472936265,650.206272460651,817.4718622013879,509.30906656270076,866.1041235919708,466.130890561716,848.3783460757771,425.2252501397304,841.1062322229797,381.13805990714593,848.832853191577
labeled-data,LD23AL60_01_re-encode,img41916.png,829.7431463831457,858.9123883345437,764.6942855816621,796.1459437015333,647.7204569474153,733.3794990685228,820.042877667135,719.1143980155658,643.7262286525875,633.5237916978242,770.4003260028448,875.4599055559737,607.778173999136,780.7396345643398,553.0001859557814,674.6072827303402,517.0521313023299,589.0166764125987,473.11562005922264,653.494933171964,212.91373717909877,754.2326313620512,189.9265457680482,733.9354304352725,147.3757871986567,747.8744720355904,105.80320698718222,775.0189214677885
labeled-data,LD23AL60_01_re-encode,img45263.png,1147.52213025612,722.1855322387942,1274.764361501127,705.9418431436868,1402.0065927461346,720.1550711019057,1228.7405757316565,603.7419659203033,1421.6343837360557,582.7605341724563,1215.880988531363,774.3007014189301,1406.0675150199113,783.0993663454465,1523.8342609594392,718.1246099650173,1592.8699396136453,674.8081057113977,1559.7057410444677,772.2702402820416,140.48050914780475,221.4429884429523,212.33215580207502,277.8265722758172,285.1817419932102,340.6967630983037,348.0519328156967,403.56695392079024
